Src   Dst   Srvport  Utilized (ns)   Utilization
1010  210   YES      6               0.00%
1011  211   YES      6               0.00%
1012  211   YES      6               0.00%
1013  210   YES      6               0.00%
1014  209   YES      6               0.00%
1015  208   YES      6               0.00%
1016  212   YES      6               0.00%
1017  213   YES      6               0.00%
1018  214   YES      6               0.00%
1019  215   YES      6               0.00%
1020  215   YES      6               0.00%
1021  214   YES      6               0.00%
1022  213   YES      6               0.00%
1023  212   YES      6               0.00%
1024  216   YES      6               0.00%
1025  217   YES      6               0.00%
1026  218   YES      6               0.00%
1027  219   YES      6               0.00%
1028  219   YES      6               0.00%
1029  218   YES      6               0.00%
1030  217   YES      6               0.00%
1031  216   YES      6               0.00%
1032  220   YES      6               0.00%
1033  221   YES      6               0.00%
1034  222   YES      6               0.00%
1035  223   YES      6               0.00%
1036  223   YES      6               0.00%
1037  222   YES      6               0.00%
1038  221   YES      6               0.00%
1039  220   YES      6               0.00%
1040  224   YES      6               0.00%
1041  225   YES      6               0.00%
1042  226   YES      6               0.00%
1043  227   YES      6               0.00%
1044  227   YES      6               0.00%
1045  226   YES      6               0.00%
1046  225   YES      6               0.00%
1047  224   YES      6               0.00%
1048  228   YES      6               0.00%
1049  229   YES      6               0.00%
1050  230   YES      6               0.00%
1051  231   YES      6               0.00%
1053  230   YES      6               0.00%
1054  229   YES      6               0.00%
1055  228   YES      6               0.00%
1056  232   YES      6               0.00%
1057  233   YES      6               0.00%
1058  234   YES      6               0.00%
1059  235   YES      6               0.00%
1060  235   YES      6               0.00%
1062  233   YES      6               0.00%
1063  232   YES      6               0.00%
1064  236   YES      6               0.00%
1065  237   YES      6               0.00%
1066  238   YES      6               0.00%
1067  239   YES      6               0.00%
1068  239   YES      6               0.00%
1069  238   YES      6               0.00%
1070  237   YES      6               0.00%
1071  236   YES      6               0.00%
1072  240   YES      6               0.00%
1073  241   YES      6               0.00%
1074  242   YES      6               0.00%
1075  243   YES      6               0.00%
1076  243   YES      6               0.00%
1077  242   YES      6               0.00%
1078  241   YES      6               0.00%
1080  244   YES      6               0.00%
1081  245   YES      6               0.00%
1082  246   YES      6               0.00%
1083  247   YES      6               0.00%
1084  247   YES      6               0.00%
1085  246   YES      6               0.00%
1086  245   YES      6               0.00%
1087  244   YES      6               0.00%
1088  248   YES      6               0.00%
1089  249   YES      6               0.00%
1090  250   YES      6               0.00%
1092  251   YES      6               0.00%
1093  250   YES      6               0.00%
1094  249   YES      6               0.00%
1095  248   YES      6               0.00%
1096  252   YES      6               0.00%
1097  253   YES      6               0.00%
1098  254   YES      6               0.00%
1101  254   YES      6               0.00%
1102  253   YES      6               0.00%
1103  252   YES      6               0.00%
1104  256   YES      6               0.00%
1105  257   YES      6               0.00%
1106  258   YES      6               0.00%
1107  259   YES      6               0.00%
1108  259   YES      6               0.00%
1109  258   YES      6               0.00%
1110  257   YES      6               0.00%
1111  256   YES      6               0.00%
1112  260   YES      6               0.00%
1113  261   YES      6               0.00%
1114  262   YES      6               0.00%
1116  263   YES      6               0.00%
1117  262   YES      6               0.00%
1118  261   YES      6               0.00%
1119  260   YES      6               0.00%
1120  264   YES      6               0.00%
1121  265   YES      6               0.00%
1122  266   YES      6               0.00%
1123  267   YES      6               0.00%
1124  267   YES      6               0.00%
1125  266   YES      6               0.00%
1126  265   YES      6               0.00%
1127  264   YES      6               0.00%
1128  268   YES      6               0.00%
1129  269   YES      6               0.00%
1130  270   YES      6               0.00%
1131  271   YES      6               0.00%
1132  271   YES      6               0.00%
1133  270   YES      6               0.00%
1134  269   YES      6               0.00%
1135  268   YES      6               0.00%
1136  272   YES      6               0.00%
1137  273   YES      6               0.00%
1138  274   YES      6               0.00%
1139  275   YES      6               0.00%
1140  275   YES      6               0.00%
1141  274   YES      6               0.00%
1142  273   YES      6               0.00%
1143  272   YES      6               0.00%
1144  276   YES      6               0.00%
1145  277   YES      6               0.00%
1146  278   YES      6               0.00%
1147  279   YES      6               0.00%
1148  279   YES      6               0.00%
1149  278   YES      6               0.00%
1150  277   YES      6               0.00%
1151  276   YES      6               0.00%
1152  280   YES      6               0.00%
1153  281   YES      6               0.00%
1154  282   YES      6               0.00%
1155  283   YES      6               0.00%
1156  283   YES      6               0.00%
1157  282   YES      6               0.00%
1158  281   YES      6               0.00%
1159  280   YES      6               0.00%
1160  284   YES      6               0.00%
1161  285   YES      6               0.00%
1162  286   YES      6               0.00%
1163  287   YES      6               0.00%
1164  287   YES      6               0.00%
1165  286   YES      6               0.00%
1166  285   YES      6               0.00%
1167  284   YES      6               0.00%
1168  288   YES      6               0.00%
1169  289   YES      6               0.00%
1170  290   YES      6               0.00%
1171  291   YES      6               0.00%
1172  291   YES      6               0.00%
1173  290   YES      6               0.00%
1174  289   YES      6               0.00%
1175  288   YES      6               0.00%
1176  292   YES      6               0.00%
1177  293   YES      6               0.00%
1178  294   YES      6               0.00%
1179  295   YES      6               0.00%
1180  295   YES      6               0.00%
1181  294   YES      6               0.00%
1182  293   YES      6               0.00%
1183  292   YES      6               0.00%
1184  296   YES      6               0.00%
1185  297   YES      6               0.00%
1186  298   YES      6               0.00%
1187  299   YES      6               0.00%
1188  299   YES      6               0.00%
1189  298   YES      6               0.00%
1190  297   YES      6               0.00%
1191  296   YES      6               0.00%
1192  300   YES      6               0.00%
1193  301   YES      6               0.00%
1194  302   YES      6               0.00%
1195  303   YES      6               0.00%
1196  303   YES      6               0.00%
1197  302   YES      6               0.00%
1198  301   YES      6               0.00%
1199  300   YES      6               0.00%
305   688   YES      4               0.00%
311   696   YES      4               0.00%
313   703   YES      4               0.00%
314   703   YES      4               0.00%
316   711   YES      4               0.00%
320   704   YES      4               0.00%
322   719   YES      4               0.00%
323   712   YES      4               0.00%
326   712   YES      4               0.00%
329   720   YES      4               0.00%
331   720   YES      4               0.00%
332   727   YES      4               0.00%
333   727   YES      4               0.00%
334   728   YES      4               0.00%
335   735   YES      4               0.00%
337   728   YES      4               0.00%
337   735   YES      4               0.00%
338   735   YES      4               0.00%
340   743   YES      4               0.00%
342   736   YES      4               0.00%
342   743   YES      4               0.00%
349   751   YES      4               0.00%
351   744   YES      4               0.00%
357   752   YES      4               0.00%
358   767   YES      4               0.00%
361   767   YES      4               0.00%
362   767   YES      4               0.00%
363   767   YES      4               0.00%
364   775   YES      4               0.00%
365   768   YES      4               0.00%
365   775   YES      4               0.00%
367   775   YES      4               0.00%
368   775   YES      4               0.00%
369   775   YES      4               0.00%
374   776   YES      4               0.00%
375   776   YES      4               0.00%
377   791   YES      4               0.00%
379   784   YES      4               0.00%
379   791   YES      4               0.00%
380   784   YES      4               0.00%
381   784   YES      4               0.00%
382   792   YES      4               0.00%
383   792   YES      4               0.00%
383   799   YES      4               0.00%
386   799   YES      4               0.00%
388   800   YES      4               0.00%
392   800   YES      4               0.00%
393   800   YES      4               0.00%
394   808   YES      4               0.00%
395   815   YES      4               0.00%
396   808   YES      4               0.00%
397   808   YES      4               0.00%
398   815   YES      4               0.00%
399   808   YES      4               0.00%
400   816   YES      4               0.00%
401   816   YES      4               0.00%
402   823   YES      4               0.00%
405   816   YES      4               0.00%
407   831   YES      4               0.00%
409   824   YES      4               0.00%
409   831   YES      4               0.00%
414   832   YES      4               0.00%
415   839   YES      4               0.00%
416   839   YES      4               0.00%
417   832   YES      4               0.00%
419   847   YES      4               0.00%
420   847   YES      4               0.00%
422   840   YES      4               0.00%
689   306   YES      4               0.00%
690   304   YES      4               0.00%
691   305   YES      4               0.00%
692   306   YES      4               0.00%
693   309   YES      4               0.00%
694   309   YES      4               0.00%
695   304   YES      4               0.00%
697   311   YES      4               0.00%
698   311   YES      4               0.00%
699   313   YES      4               0.00%
701   311   YES      4               0.00%
702   314   YES      4               0.00%
705   316   YES      4               0.00%
706   319   YES      4               0.00%
707   320   YES      4               0.00%
708   320   YES      4               0.00%
709   320   YES      4               0.00%
710   319   YES      4               0.00%
714   326   YES      4               0.00%
715   324   YES      4               0.00%
716   322   YES      4               0.00%
717   323   YES      4               0.00%
718   324   YES      4               0.00%
721   333   YES      4               0.00%
722   332   YES      4               0.00%
723   331   YES      4               0.00%
724   331   YES      4               0.00%
725   331   YES      4               0.00%
726   329   YES      4               0.00%
730   334   YES      4               0.00%
731   337   YES      4               0.00%
732   335   YES      4               0.00%
733   337   YES      4               0.00%
734   338   YES      4               0.00%
737   341   YES      4               0.00%
738   342   YES      4               0.00%
739   340   YES      4               0.00%
740   342   YES      4               0.00%
742   341   YES      4               0.00%
745   351   YES      4               0.00%
746   351   YES      4               0.00%
747   351   YES      4               0.00%
748   351   YES      4               0.00%
749   351   YES      4               0.00%
750   349   YES      4               0.00%
753   354   YES      4               0.00%
754   355   YES      4               0.00%
756   355   YES      4               0.00%
757   354   YES      4               0.00%
758   357   YES      4               0.00%
761   361   YES      4               0.00%
762   363   YES      4               0.00%
763   360   YES      4               0.00%
764   360   YES      4               0.00%
765   358   YES      4               0.00%
766   362   YES      4               0.00%
769   367   YES      4               0.00%
770   369   YES      4               0.00%
771   365   YES      4               0.00%
772   365   YES      4               0.00%
773   364   YES      4               0.00%
774   368   YES      4               0.00%
777   375   YES      4               0.00%
779   373   YES      4               0.00%
780   373   YES      4               0.00%
781   374   YES      4               0.00%
782   373   YES      4               0.00%
785   379   YES      4               0.00%
786   377   YES      4               0.00%
787   381   YES      4               0.00%
789   380   YES      4               0.00%
790   379   YES      4               0.00%
793   385   YES      4               0.00%
794   386   YES      4               0.00%
795   385   YES      4               0.00%
796   382   YES      4               0.00%
797   383   YES      4               0.00%
798   383   YES      4               0.00%
801   393   YES      4               0.00%
803   392   YES      4               0.00%
804   388   YES      4               0.00%
809   395   YES      4               0.00%
810   396   YES      4               0.00%
811   397   YES      4               0.00%
812   399   YES      4               0.00%
813   394   YES      4               0.00%
814   398   YES      4               0.00%
817   402   YES      4               0.00%
819   405   YES      4               0.00%
820   400   YES      4               0.00%
822   401   YES      4               0.00%
825   407   YES      4               0.00%
826   409   YES      4               0.00%
827   409   YES      4               0.00%
828   410   YES      4               0.00%
830   410   YES      4               0.00%
833   414   YES      4               0.00%
834   417   YES      4               0.00%
835   415   YES      4               0.00%
838   416   YES      4               0.00%
841   419   YES      4               0.00%
842   420   YES      4               0.00%
843   422   YES      4               0.00%
844   421   YES      4               0.00%
846   421   YES      4               0.00%
0     18    NO       0               0.00%
0     19    NO       0               0.00%
0     20    NO       0               0.00%
0     21    NO       0               0.00%
0     22    NO       0               0.00%
0     23    NO       0               0.00%
0     27    NO       0               0.00%
0     31    NO       0               0.00%
0     35    NO       0               0.00%
0     39    NO       0               0.00%
0     40    NO       0               0.00%
0     41    NO       0               0.00%
0     42    NO       0               0.00%
0     44    NO       0               0.00%
0     45    NO       0               0.00%
0     46    NO       0               0.00%
0     47    NO       0               0.00%
1     18    NO       0               0.00%
1     19    NO       0               0.00%
1     20    NO       0               0.00%
1     21    NO       0               0.00%
1     22    NO       0               0.00%
1     23    NO       0               0.00%
1     24    NO       0               0.00%
1     25    NO       0               0.00%
1     30    NO       0               0.00%
1     32    NO       0               0.00%
1     35    NO       0               0.00%
1     37    NO       0               0.00%
1     40    NO       0               0.00%
1     42    NO       0               0.00%
1     45    NO       0               0.00%
1     46    NO       0               0.00%
1     47    NO       0               0.00%
2     18    NO       0               0.00%
2     19    NO       0               0.00%
2     21    NO       0               0.00%
2     22    NO       0               0.00%
2     23    NO       0               0.00%
2     27    NO       0               0.00%
2     28    NO       0               0.00%
2     35    NO       0               0.00%
2     36    NO       0               0.00%
2     40    NO       0               0.00%
2     41    NO       0               0.00%
2     42    NO       0               0.00%
2     43    NO       0               0.00%
2     44    NO       0               0.00%
2     45    NO       0               0.00%
2     46    NO       0               0.00%
2     47    NO       0               0.00%
3     18    NO       0               0.00%
3     19    NO       0               0.00%
3     20    NO       0               0.00%
3     21    NO       0               0.00%
3     23    NO       0               0.00%
3     25    NO       0               0.00%
3     28    NO       0               0.00%
3     31    NO       0               0.00%
3     36    NO       0               0.00%
3     39    NO       0               0.00%
3     40    NO       0               0.00%
3     41    NO       0               0.00%
3     43    NO       0               0.00%
3     46    NO       0               0.00%
3     47    NO       0               0.00%
4     18    NO       0               0.00%
4     19    NO       0               0.00%
4     20    NO       0               0.00%
4     21    NO       0               0.00%
4     22    NO       0               0.00%
4     25    NO       0               0.00%
4     32    NO       0               0.00%
4     36    NO       0               0.00%
4     37    NO       0               0.00%
4     39    NO       0               0.00%
4     40    NO       0               0.00%
4     41    NO       0               0.00%
4     42    NO       0               0.00%
4     44    NO       0               0.00%
4     45    NO       0               0.00%
4     47    NO       0               0.00%
5     18    NO       0               0.00%
5     19    NO       0               0.00%
5     20    NO       0               0.00%
5     22    NO       0               0.00%
5     23    NO       0               0.00%
5     29    NO       0               0.00%
5     34    NO       0               0.00%
5     40    NO       0               0.00%
5     42    NO       0               0.00%
5     43    NO       0               0.00%
5     44    NO       0               0.00%
5     45    NO       0               0.00%
5     46    NO       0               0.00%
5     47    NO       0               0.00%
6     18    NO       0               0.00%
6     19    NO       0               0.00%
6     20    NO       0               0.00%
6     21    NO       0               0.00%
6     22    NO       0               0.00%
6     23    NO       0               0.00%
6     25    NO       0               0.00%
6     36    NO       0               0.00%
6     37    NO       0               0.00%
6     40    NO       0               0.00%
6     41    NO       0               0.00%
6     43    NO       0               0.00%
6     44    NO       0               0.00%
6     45    NO       0               0.00%
6     46    NO       0               0.00%
6     47    NO       0               0.00%
7     19    NO       0               0.00%
7     20    NO       0               0.00%
7     21    NO       0               0.00%
7     22    NO       0               0.00%
7     23    NO       0               0.00%
7     24    NO       0               0.00%
7     29    NO       0               0.00%
7     30    NO       0               0.00%
7     31    NO       0               0.00%
7     32    NO       0               0.00%
7     33    NO       0               0.00%
7     38    NO       0               0.00%
7     39    NO       0               0.00%
7     40    NO       0               0.00%
7     41    NO       0               0.00%
7     42    NO       0               0.00%
7     43    NO       0               0.00%
7     44    NO       0               0.00%
7     46    NO       0               0.00%
7     47    NO       0               0.00%
8     21    NO       0               0.00%
8     22    NO       0               0.00%
8     23    NO       0               0.00%
8     26    NO       0               0.00%
8     31    NO       0               0.00%
8     32    NO       0               0.00%
8     33    NO       0               0.00%
8     41    NO       0               0.00%
8     42    NO       0               0.00%
8     44    NO       0               0.00%
8     45    NO       0               0.00%
8     46    NO       0               0.00%
8     47    NO       0               0.00%
9     18    NO       0               0.00%
9     19    NO       0               0.00%
9     20    NO       0               0.00%
9     21    NO       0               0.00%
9     23    NO       0               0.00%
9     28    NO       0               0.00%
9     37    NO       0               0.00%
9     41    NO       0               0.00%
9     42    NO       0               0.00%
9     43    NO       0               0.00%
9     44    NO       0               0.00%
9     45    NO       0               0.00%
9     46    NO       0               0.00%
9     47    NO       0               0.00%
10    18    NO       0               0.00%
10    19    NO       0               0.00%
10    20    NO       0               0.00%
10    22    NO       0               0.00%
10    28    NO       0               0.00%
10    29    NO       0               0.00%
10    35    NO       0               0.00%
10    37    NO       0               0.00%
10    38    NO       0               0.00%
10    39    NO       0               0.00%
10    40    NO       0               0.00%
10    41    NO       0               0.00%
10    42    NO       0               0.00%
10    43    NO       0               0.00%
10    44    NO       0               0.00%
10    45    NO       0               0.00%
11    18    NO       0               0.00%
11    20    NO       0               0.00%
11    21    NO       0               0.00%
11    22    NO       0               0.00%
11    23    NO       0               0.00%
11    24    NO       0               0.00%
11    25    NO       0               0.00%
11    27    NO       0               0.00%
11    28    NO       0               0.00%
11    39    NO       0               0.00%
11    40    NO       0               0.00%
11    41    NO       0               0.00%
11    42    NO       0               0.00%
11    43    NO       0               0.00%
11    44    NO       0               0.00%
11    45    NO       0               0.00%
11    46    NO       0               0.00%
12    18    NO       0               0.00%
12    19    NO       0               0.00%
12    21    NO       0               0.00%
12    23    NO       0               0.00%
12    34    NO       0               0.00%
12    35    NO       0               0.00%
12    40    NO       0               0.00%
12    41    NO       0               0.00%
12    42    NO       0               0.00%
12    43    NO       0               0.00%
12    45    NO       0               0.00%
12    46    NO       0               0.00%
12    47    NO       0               0.00%
13    18    NO       0               0.00%
13    19    NO       0               0.00%
13    21    NO       0               0.00%
13    22    NO       0               0.00%
13    23    NO       0               0.00%
13    25    NO       0               0.00%
13    28    NO       0               0.00%
13    36    NO       0               0.00%
13    39    NO       0               0.00%
13    43    NO       0               0.00%
13    46    NO       0               0.00%
13    47    NO       0               0.00%
14    19    NO       0               0.00%
14    20    NO       0               0.00%
14    21    NO       0               0.00%
14    22    NO       0               0.00%
14    23    NO       0               0.00%
14    24    NO       0               0.00%
14    26    NO       0               0.00%
14    28    NO       0               0.00%
14    31    NO       0               0.00%
14    32    NO       0               0.00%
14    34    NO       0               0.00%
14    36    NO       0               0.00%
14    37    NO       0               0.00%
14    39    NO       0               0.00%
14    40    NO       0               0.00%
14    41    NO       0               0.00%
14    42    NO       0               0.00%
14    44    NO       0               0.00%
14    45    NO       0               0.00%
14    47    NO       0               0.00%
15    18    NO       0               0.00%
15    19    NO       0               0.00%
15    20    NO       0               0.00%
15    21    NO       0               0.00%
15    22    NO       0               0.00%
15    23    NO       0               0.00%
15    27    NO       0               0.00%
15    28    NO       0               0.00%
15    40    NO       0               0.00%
15    42    NO       0               0.00%
15    43    NO       0               0.00%
15    45    NO       0               0.00%
15    46    NO       0               0.00%
16    88    NO       0               0.00%
16    96    NO       0               0.00%
16    104   NO       0               0.00%
16    124   NO       0               0.00%
17    52    NO       0               0.00%
17    60    NO       0               0.00%
17    76    NO       0               0.00%
17    92    NO       0               0.00%
17    100   NO       0               0.00%
17    108   NO       0               0.00%
18    0     NO       0               0.00%
18    1     NO       0               0.00%
18    2     NO       0               0.00%
18    3     NO       0               0.00%
18    4     NO       0               0.00%
18    5     NO       0               0.00%
18    6     NO       0               0.00%
18    8     NO       0               0.00%
18    9     NO       0               0.00%
18    10    NO       0               0.00%
18    11    NO       0               0.00%
18    12    NO       0               0.00%
18    13    NO       0               0.00%
18    14    NO       0               0.00%
18    49    NO       0               0.00%
18    53    NO       0               0.00%
18    57    NO       0               0.00%
18    69    NO       0               0.00%
18    73    NO       0               0.00%
18    85    NO       0               0.00%
18    89    NO       0               0.00%
18    97    NO       0               0.00%
18    109   NO       0               0.00%
18    121   NO       0               0.00%
19    0     NO       0               0.00%
19    1     NO       0               0.00%
19    2     NO       0               0.00%
19    3     NO       0               0.00%
19    4     NO       0               0.00%
19    6     NO       0               0.00%
19    7     NO       0               0.00%
19    8     NO       0               0.00%
19    9     NO       0               0.00%
19    10    NO       0               0.00%
19    11    NO       0               0.00%
19    12    NO       0               0.00%
19    13    NO       0               0.00%
19    14    NO       0               0.00%
19    15    NO       0               0.00%
19    49    NO       0               0.00%
19    77    NO       0               0.00%
19    105   NO       0               0.00%
19    117   NO       0               0.00%
20    0     NO       0               0.00%
20    1     NO       0               0.00%
20    2     NO       0               0.00%
20    3     NO       0               0.00%
20    4     NO       0               0.00%
20    5     NO       0               0.00%
20    6     NO       0               0.00%
20    7     NO       0               0.00%
20    8     NO       0               0.00%
20    9     NO       0               0.00%
20    11    NO       0               0.00%
20    12    NO       0               0.00%
20    13    NO       0               0.00%
20    14    NO       0               0.00%
20    15    NO       0               0.00%
20    50    NO       0               0.00%
20    62    NO       0               0.00%
20    86    NO       0               0.00%
20    98    NO       0               0.00%
20    102   NO       0               0.00%
20    122   NO       0               0.00%
21    0     NO       0               0.00%
21    1     NO       0               0.00%
21    2     NO       0               0.00%
21    4     NO       0               0.00%
21    6     NO       0               0.00%
21    8     NO       0               0.00%
21    10    NO       0               0.00%
21    11    NO       0               0.00%
21    12    NO       0               0.00%
21    14    NO       0               0.00%
21    15    NO       0               0.00%
21    50    NO       0               0.00%
21    54    NO       0               0.00%
21    58    NO       0               0.00%
21    78    NO       0               0.00%
21    82    NO       0               0.00%
21    90    NO       0               0.00%
21    94    NO       0               0.00%
21    106   NO       0               0.00%
21    114   NO       0               0.00%
21    126   NO       0               0.00%
22    1     NO       0               0.00%
22    3     NO       0               0.00%
22    4     NO       0               0.00%
22    5     NO       0               0.00%
22    6     NO       0               0.00%
22    7     NO       0               0.00%
22    8     NO       0               0.00%
22    9     NO       0               0.00%
22    10    NO       0               0.00%
22    11    NO       0               0.00%
22    12    NO       0               0.00%
22    13    NO       0               0.00%
22    14    NO       0               0.00%
22    15    NO       0               0.00%
22    51    NO       0               0.00%
22    55    NO       0               0.00%
22    59    NO       0               0.00%
22    67    NO       0               0.00%
22    83    NO       0               0.00%
23    0     NO       0               0.00%
23    1     NO       0               0.00%
23    2     NO       0               0.00%
23    3     NO       0               0.00%
23    4     NO       0               0.00%
23    6     NO       0               0.00%
23    7     NO       0               0.00%
23    8     NO       0               0.00%
23    9     NO       0               0.00%
23    10    NO       0               0.00%
23    11    NO       0               0.00%
23    12    NO       0               0.00%
23    13    NO       0               0.00%
23    15    NO       0               0.00%
23    51    NO       0               0.00%
23    63    NO       0               0.00%
23    71    NO       0               0.00%
23    79    NO       0               0.00%
24    8     NO       0               0.00%
24    11    NO       0               0.00%
24    12    NO       0               0.00%
24    14    NO       0               0.00%
24    136   NO       0               0.00%
24    144   NO       0               0.00%
24    152   NO       0               0.00%
24    164   NO       0               0.00%
24    176   NO       0               0.00%
24    180   NO       0               0.00%
24    200   NO       0               0.00%
25    0     NO       0               0.00%
25    7     NO       0               0.00%
25    9     NO       0               0.00%
25    10    NO       0               0.00%
25    15    NO       0               0.00%
25    160   NO       0               0.00%
25    172   NO       0               0.00%
25    184   NO       0               0.00%
25    188   NO       0               0.00%
25    196   NO       0               0.00%
25    204   NO       0               0.00%
26    0     NO       0               0.00%
26    4     NO       0               0.00%
26    8     NO       0               0.00%
26    9     NO       0               0.00%
26    11    NO       0               0.00%
26    14    NO       0               0.00%
26    15    NO       0               0.00%
26    141   NO       0               0.00%
26    153   NO       0               0.00%
26    201   NO       0               0.00%
27    1     NO       0               0.00%
27    6     NO       0               0.00%
27    9     NO       0               0.00%
27    149   NO       0               0.00%
27    161   NO       0               0.00%
27    169   NO       0               0.00%
27    181   NO       0               0.00%
27    189   NO       0               0.00%
27    197   NO       0               0.00%
27    205   NO       0               0.00%
28    2     NO       0               0.00%
28    3     NO       0               0.00%
28    4     NO       0               0.00%
28    10    NO       0               0.00%
28    12    NO       0               0.00%
28    138   NO       0               0.00%
28    158   NO       0               0.00%
28    162   NO       0               0.00%
28    166   NO       0               0.00%
28    174   NO       0               0.00%
28    178   NO       0               0.00%
28    182   NO       0               0.00%
28    190   NO       0               0.00%
28    194   NO       0               0.00%
28    206   NO       0               0.00%
29    8     NO       0               0.00%
29    10    NO       0               0.00%
29    14    NO       0               0.00%
29    130   NO       0               0.00%
29    134   NO       0               0.00%
29    186   NO       0               0.00%
30    1     NO       0               0.00%
30    3     NO       0               0.00%
30    7     NO       0               0.00%
30    9     NO       0               0.00%
30    12    NO       0               0.00%
30    13    NO       0               0.00%
30    15    NO       0               0.00%
30    139   NO       0               0.00%
30    159   NO       0               0.00%
30    171   NO       0               0.00%
30    187   NO       0               0.00%
30    203   NO       0               0.00%
31    0     NO       0               0.00%
31    8     NO       0               0.00%
31    131   NO       0               0.00%
31    143   NO       0               0.00%
31    151   NO       0               0.00%
31    155   NO       0               0.00%
31    167   NO       0               0.00%
31    175   NO       0               0.00%
31    179   NO       0               0.00%
31    191   NO       0               0.00%
32    4     NO       0               0.00%
32    5     NO       0               0.00%
32    7     NO       0               0.00%
32    12    NO       0               0.00%
32    13    NO       0               0.00%
32    216   NO       0               0.00%
32    224   NO       0               0.00%
32    228   NO       0               0.00%
32    248   NO       0               0.00%
32    264   NO       0               0.00%
32    268   NO       0               0.00%
32    276   NO       0               0.00%
33    7     NO       0               0.00%
33    10    NO       0               0.00%
33    15    NO       0               0.00%
33    212   NO       0               0.00%
33    236   NO       0               0.00%
33    252   NO       0               0.00%
33    260   NO       0               0.00%
33    280   NO       0               0.00%
33    284   NO       0               0.00%
34    1     NO       0               0.00%
34    13    NO       0               0.00%
34    14    NO       0               0.00%
34    213   NO       0               0.00%
34    225   NO       0               0.00%
34    261   NO       0               0.00%
34    269   NO       0               0.00%
34    277   NO       0               0.00%
34    281   NO       0               0.00%
35    1     NO       0               0.00%
35    3     NO       0               0.00%
35    5     NO       0               0.00%
35    9     NO       0               0.00%
35    209   NO       0               0.00%
35    217   NO       0               0.00%
35    221   NO       0               0.00%
35    237   NO       0               0.00%
35    245   NO       0               0.00%
35    257   NO       0               0.00%
35    265   NO       0               0.00%
35    285   NO       0               0.00%
36    3     NO       0               0.00%
36    4     NO       0               0.00%
36    6     NO       0               0.00%
36    15    NO       0               0.00%
36    210   NO       0               0.00%
36    230   NO       0               0.00%
36    234   NO       0               0.00%
36    238   NO       0               0.00%
36    246   NO       0               0.00%
36    254   NO       0               0.00%
36    258   NO       0               0.00%
36    278   NO       0               0.00%
37    7     NO       0               0.00%
37    9     NO       0               0.00%
37    11    NO       0               0.00%
37    13    NO       0               0.00%
37    214   NO       0               0.00%
37    226   NO       0               0.00%
37    250   NO       0               0.00%
38    0     NO       0               0.00%
38    6     NO       0               0.00%
38    8     NO       0               0.00%
38    9     NO       0               0.00%
38    12    NO       0               0.00%
38    14    NO       0               0.00%
38    211   NO       0               0.00%
38    239   NO       0               0.00%
38    283   NO       0               0.00%
39    2     NO       0               0.00%
39    8     NO       0               0.00%
39    215   NO       0               0.00%
39    227   NO       0               0.00%
39    247   NO       0               0.00%
39    267   NO       0               0.00%
39    271   NO       0               0.00%
39    275   NO       0               0.00%
39    287   NO       0               0.00%
40    0     NO       0               0.00%
40    2     NO       0               0.00%
40    4     NO       0               0.00%
40    5     NO       0               0.00%
40    6     NO       0               0.00%
40    7     NO       0               0.00%
40    8     NO       0               0.00%
40    9     NO       0               0.00%
40    11    NO       0               0.00%
40    12    NO       0               0.00%
40    14    NO       0               0.00%
40    15    NO       0               0.00%
40    296   NO       0               0.00%
40    300   NO       0               0.00%
41    1     NO       0               0.00%
41    2     NO       0               0.00%
41    5     NO       0               0.00%
41    6     NO       0               0.00%
41    7     NO       0               0.00%
41    8     NO       0               0.00%
41    9     NO       0               0.00%
41    10    NO       0               0.00%
41    11    NO       0               0.00%
41    12    NO       0               0.00%
41    13    NO       0               0.00%
41    14    NO       0               0.00%
41    15    NO       0               0.00%
41    292   NO       0               0.00%
42    0     NO       0               0.00%
42    2     NO       0               0.00%
42    3     NO       0               0.00%
42    4     NO       0               0.00%
42    8     NO       0               0.00%
42    9     NO       0               0.00%
42    10    NO       0               0.00%
42    11    NO       0               0.00%
42    12    NO       0               0.00%
42    14    NO       0               0.00%
42    297   NO       0               0.00%
42    301   NO       0               0.00%
43    0     NO       0               0.00%
43    1     NO       0               0.00%
43    2     NO       0               0.00%
43    3     NO       0               0.00%
43    4     NO       0               0.00%
43    5     NO       0               0.00%
43    6     NO       0               0.00%
43    7     NO       0               0.00%
43    8     NO       0               0.00%
43    9     NO       0               0.00%
43    10    NO       0               0.00%
43    11    NO       0               0.00%
43    12    NO       0               0.00%
43    13    NO       0               0.00%
43    15    NO       0               0.00%
43    289   NO       0               0.00%
44    0     NO       0               0.00%
44    2     NO       0               0.00%
44    3     NO       0               0.00%
44    4     NO       0               0.00%
44    5     NO       0               0.00%
44    7     NO       0               0.00%
44    8     NO       0               0.00%
44    9     NO       0               0.00%
44    12    NO       0               0.00%
44    14    NO       0               0.00%
45    0     NO       0               0.00%
45    1     NO       0               0.00%
45    2     NO       0               0.00%
45    3     NO       0               0.00%
45    4     NO       0               0.00%
45    5     NO       0               0.00%
45    6     NO       0               0.00%
45    7     NO       0               0.00%
45    8     NO       0               0.00%
45    10    NO       0               0.00%
45    11    NO       0               0.00%
45    13    NO       0               0.00%
45    14    NO       0               0.00%
45    15    NO       0               0.00%
45    290   NO       0               0.00%
46    0     NO       0               0.00%
46    3     NO       0               0.00%
